ID;Nombre;IdFutwiz;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
49;thibaut courtois;45;https://www.futwiz.com/en/fc24/player/thibaut-courtois/45;90;gold;Real Madrid;ESP 1;Belgica;85;89;76;93;46;90
50;harry kane;44;https://www.futwiz.com/en/fc24/player/harry-kane/44;90;gold;FC Bayern MA 1/4nchen;GER 1;Inglaterra;69;93;84;83;49;83
51;caroline graham hansen;43;https://www.futwiz.com/en/fc24/player/caroline-graham-hansen/43;90;gold;FC Barcelona;;Noruega;89;86;88;90;47;75
52;robert lewandowski;42;https://www.futwiz.com/en/fc24/player/robert-lewandowski/42;90;gold;FC Barcelona;ESP 1;Polonia;75;91;80;87;44;84
53;sam kerr;29;https://www.futwiz.com/en/fc24/player/sam-kerr/29;90;gold;Chelsea;;Australia;85;88;74;90;42;85
54;nadine kessler;9;https://www.futwiz.com/en/fc24/player/nadine-kessler/9;90;172;;;Alemania;84;87;90;88;80;80
55;bixente lizarazu;5;https://www.futwiz.com/en/fc24/player/bixente-lizarazu/5;90;171;;GER 1;Francia;90;61;83;85;85;84
56;carlos tevez;3;https://www.futwiz.com/en/fc24/player/carlos-tevez/3;90;171;;ENG 1;Argentina;88;91;83;89;48;91
57;virgil van dijk;18399;https://www.futwiz.com/en/fc24/player/virgil-van-dijk/18399;89;182;Liverpool;ENG 1;Holanda;78;60;71;72;89;86
58;jean-pierre papin;18216;https://www.futwiz.com/en/fc24/player/jean-pierre-papin/18216;89;futhero;;FRA 1;Francia;83;93;73;83;44;76
59;lucio;18214;https://www.futwiz.com/en/fc24/player/lucio/18214;89;futhero;;ITA 1;Brasil;82;72;74;77;91;89
60;rudi voller;18212;https://www.futwiz.com/en/fc24/player/rudi-voller/18212;89;futhero;;GER 1;Alemania;89;90;76;86;47;85
61;jurgen kohler;18211;https://www.futwiz.com/en/fc24/player/jurgen-kohler/18211;89;futhero;;GER 1;Alemania;71;51;63;62;91;90
62;gianluca vialli;18210;https://www.futwiz.com/en/fc24/player/gianluca-vialli/18210;89;futhero;;ITA 1;Italia;86;89;72;83;42;79
63;david ginola;18208;https://www.futwiz.com/en/fc24/player/david-ginola/18208;89;futhero;;FRA 1;Francia;90;88;87;91;55;84
64;abedi pele;18206;https://www.futwiz.com/en/fc24/player/abedi-pele/18206;89;futhero;;FRA 1;Ghana;91;83;87;91;48;66
65;fernando morientes;18205;https://www.futwiz.com/en/fc24/player/fernando-morientes/18205;89;futhero;;ESP 1;España;84;90;77;83;45;86
66;phillip lahm;17749;https://www.futwiz.com/en/fc24/player/phillip-lahm/17749;89;icon;;;Alemania;84;68;83;83;86;70
67;fabio cannavaro;17748;https://www.futwiz.com/en/fc24/player/fabio-cannavaro/17748;89;icon;;;Italia;80;44;62;67;93;83
68;kenny dalglish;17747;https://www.futwiz.com/en/fc24/player/kenny-dalglish/17747;89;icon;;;Escocia;89;90;75;88;41;72
69;samuel eto'o;17746;https://www.futwiz.com/en/fc24/player/samuel-etoo/17746;89;icon;;;Camerun;92;90;79;87;45;80
70;alan shearer;17745;https://www.futwiz.com/en/fc24/player/alan-shearer/17745;89;icon;;;Inglaterra;82;91;76;78;49;84
71;socrates;17744;https://www.futwiz.com/en/fc24/player/socrates/17744;89;icon;;;Brasil;82;88;89;88;43;82
72;hugo sanchez;17743;https://www.futwiz.com/en/fc24/player/hugo-sanchez/17743;89;icon;;;Mexico;89;90;78;88;41;72
73;alessandro nesta;17742;https://www.futwiz.com/en/fc24/player/alessandro-nesta/17742;89;icon;;;Italia;76;44;63;68;92;84
74;luis figo;17741;https://www.futwiz.com/en/fc24/player/luis-figo/17741;89;icon;;;Portugal;89;84;86;90;38;77
75;kaka;17740;https://www.futwiz.com/en/fc24/player/kaka/17740;89;icon;;;Brasil;89;84;86;90;43;71
76;didier drogba;17739;https://www.futwiz.com/en/fc24/player/didier-drogba/17739;89;icon;;;C. Marfil;87;90;74;80;44;87
77;eric cantona;17738;https://www.futwiz.com/en/fc24/player/eric-cantona/17738;89;icon;;;Francia;86;89;86;89;50;88
78;peter schmeichel;17737;https://www.futwiz.com/en/fc24/player/peter-schmeichel/17737;89;icon;;;Dinamarca;89;84;86;91;47;87
79;puyol;17736;https://www.futwiz.com/en/fc24/player/puyol/17736;89;icon;;;España;72;46;66;59;91;88
80;hristo stoichkov;17735;https://www.futwiz.com/en/fc24/player/hristo-stoichkov/17735;89;icon;;;Bulgaria;90;91;84;90;49;84
81;emilio butragueno;17734;https://www.futwiz.com/en/fc24/player/emilio-butragueno/17734;89;icon;;;España;92;89;78;90;40;65
82;jairzinho;17733;https://www.futwiz.com/en/fc24/player/jairzinho/17733;89;icon;;;Brasil;91;89;84;90;49;73
83;gary lineker;17732;https://www.futwiz.com/en/fc24/player/gary-lineker/17732;89;icon;;;Inglaterra;86;89;71;84;40;75
84;javier zanetti;17731;https://www.futwiz.com/en/fc24/player/javier-zanetti/17731;89;icon;;;Argentina;83;60;84;81;86;78
85;kelly smith;17698;https://www.futwiz.com/en/fc24/player/kelly-smith/17698;89;icon;;;Inglaterra;88;90;84;89;46;77
86;ruud van nistelrooy;17695;https://www.futwiz.com/en/fc24/player/ruud-van-nistelrooy/17695;89;icon;;;Holanda;84;89;71;83;38;80
87;casemiro;67;https://www.futwiz.com/en/fc24/player/casemiro/67;89;gold;Manchester Utd;ENG 1;Brasil;63;75;79;73;89;88
88;mohamed salah;41;https://www.futwiz.com/en/fc24/player/mohamed-salah/41;89;gold;Liverpool;ENG 1;Egipto;89;87;81;88;45;76
89;kadidiatou diani;40;https://www.futwiz.com/en/fc24/player/kadidiatou-diani/40;89;gold;OL;;Francia;89;85;83;88;56;77
90;mapi leon;39;https://www.futwiz.com/en/fc24/player/mapi-leon/39;89;gold;FC Barcelona;;España;75;74;81;76;90;81
91;ruben dias;38;https://www.futwiz.com/en/fc24/player/ruben-dias/38;89;gold;Manchester City;ENG 1;Portugal;62;39;66;69;89;87
92;rodri;37;https://www.futwiz.com/en/fc24/player/rodri/37;89;gold;Manchester City;ENG 1;España;58;73;80;80;85;84
93;neymar jr;36;https://www.futwiz.com/en/fc24/player/neymar-jr/36;89;gold;Al Hilal;SAU 1;Brasil;86;83;85;93;37;61
94;alex morgan;35;https://www.futwiz.com/en/fc24/player/alex-morgan/35;89;gold;;;Estados Unidos;83;89;80;88;47;77
95;marc-andre ter stegen;34;https://www.futwiz.com/en/fc24/player/marc-andre-ter-stegen/34;89;gold;FC Barcelona;ESP 1;Alemania;86;85;89;91;47;86
96;alisson;33;https://www.futwiz.com/en/fc24/player/alisson/33;89;gold;Liverpool;ENG 1;Brasil;86;85;85;89;56;90
97;ada hegerberg;32;https://www.futwiz.com/en/fc24/player/ada-hegerberg/32;89;gold;OL;;Noruega;75;89;77;86;39;76
98;vini jr.;27;https://www.futwiz.com/en/fc24/player/vini-jr./27;89;gold;Real Madrid;ESP 1;Brasil;95;82;78;90;29;68
99;virgil van dijk;26;https://www.futwiz.com/en/fc24/player/virgil-van-dijk/26;89;gold;Liverpool;ENG 1;Holanda;78;60;71;72;89;86
100;steve mcmanaman;17;https://www.futwiz.com/en/fc24/player/steve-mcmanaman/17;89;171;;ESP 1;Inglaterra;91;80;86;89;48;80
101;vincent kompany;16;https://www.futwiz.com/en/fc24/player/vincent-kompany/16;89;171;;ENG 1;Belgica;81;61;70;72;91;87
102;rui costa;14;https://www.futwiz.com/en/fc24/player/rui-costa/14;89;171;;ITA 1;Portugal;85;82;89;87;45;80
103;jari litmanen;13;https://www.futwiz.com/en/fc24/player/jari-litmanen/13;89;171;;NED 1;Finlandia;84;88;85;84;36;67
104;paulo futre;12;https://www.futwiz.com/en/fc24/player/paulo-futre/12;89;171;;POR 1;Portugal;94;83;82;94;38;60
105;sonia bompastor;11;https://www.futwiz.com/en/fc24/player/sonia-bompastor/11;89;172;;;Francia;90;85;88;89;85;77
106;heung min son;18412;https://www.futwiz.com/en/fc24/player/heung-min-son/18412;88;goldif;Spurs;ENG 1;Rep. Corea;88;90;82;85;43;71
107;ricardo carvalho;18239;https://www.futwiz.com/en/fc24/player/ricardo-carvalho/18239;88;futhero;;POR 1;Portugal;77;56;71;73;91;82
108;bixente lizarazu;18238;https://www.futwiz.com/en/fc24/player/bixente-lizarazu/18238;88;futhero;;GER 1;Francia;87;59;80;82;83;82
109;paulo futre;18237;https://www.futwiz.com/en/fc24/player/paulo-futre/18237;88;futhero;;ESP 1;Portugal;93;81;80;93;37;58
110;mario gomez;18236;https://www.futwiz.com/en/fc24/player/mario-gomez/18236;88;futhero;;GER 1;Alemania;83;90;73;82;43;83
111;vincent kompany;18234;https://www.futwiz.com/en/fc24/player/vincent-kompany/18234;88;futhero;;ENG 1;Belgica;80;60;68;70;90;86
112;nadine kessler;18233;https://www.futwiz.com/en/fc24/player/nadine-kessler/18233;88;futhero;;;Alemania;81;85;88;86;78;77
113;diego forlan;18229;https://www.futwiz.com/en/fc24/player/diego-forlan/18229;88;futhero;;ESP 1;Uruguay;86;90;79;85;55;76
114;rafael marquez;18228;https://www.futwiz.com/en/fc24/player/rafael-marquez/18228;88;futhero;;ESP 1;Mexico;74;65;75;74;90;88
115;diego milito;18227;https://www.futwiz.com/en/fc24/player/diego-milito/18227;88;futhero;;ITA 1;Argentina;83;89;75;84;43;80
116;jay-jay okocha;18225;https://www.futwiz.com/en/fc24/player/jay-jay-okocha/18225;88;futhero;;ENG 1;Nigeria;87;83;83;93;40;60
117;antonio di natale;18224;https://www.futwiz.com/en/fc24/player/antonio-di-natale/18224;88;futhero;;ITA 1;Italia;90;91;85;90;46;70
118;carlos tevez;18223;https://www.futwiz.com/en/fc24/player/carlos-tevez/18223;88;futhero;;ENG 1;Argentina;85;89;80;86;46;89
119;javier mascherano;18219;https://www.futwiz.com/en/fc24/player/javier-mascherano/18219;88;futhero;;ESP 1;Argentina;76;55;76;75;89;86
120;wesley sneijder;18218;https://www.futwiz.com/en/fc24/player/wesley-sneijder/18218;88;futhero;;ITA 1;Holanda;81;84;90;86;53;75
121;jari litmanen;18217;https://www.futwiz.com/en/fc24/player/jari-litmanen/18217;88;futhero;;NED 1;Finlandia;82;87;83;83;35;65
122;patrick kluivert;17777;https://www.futwiz.com/en/fc24/player/patrick-kluivert/17777;88;icon;;;Holanda;84;86;76;81;40;79
123;paul scholes;17770;https://www.futwiz.com/en/fc24/player/paul-scholes/17770;88;icon;;;Inglaterra;74;86;89;78;62;80
124;patrick vieira;17769;https://www.futwiz.com/en/fc24/player/patrick-vieira/17769;88;icon;;;Francia;82;78;80;82;88;90
125;rio ferdinand;17768;https://www.futwiz.com/en/fc24/player/rio-ferdinand/17768;88;icon;;;Inglaterra;82;48;65;64;90;85
126;ronald koeman;17767;https://www.futwiz.com/en/fc24/player/ronald-koeman/17767;88;icon;;;Holanda;76;86;85;78;88;84
127;michael owen;17766;https://www.futwiz.com/en/fc24/player/michael-owen/17766;88;icon;;;Inglaterra;89;88;69;87;35;66
128;fernando hierro;17765;https://www.futwiz.com/en/fc24/player/fernando-hierro/17765;88;icon;;;España;74;67;74;68;92;84
129;petr cech;17764;https://www.futwiz.com/en/fc24/player/petr-cech/17764;88;icon;;;Republica Checa;86;85;76;77;54;90
130;michael laudrup;17763;https://www.futwiz.com/en/fc24/player/michael-laudrup/17763;88;icon;;;Dinamarca;84;80;88;90;40;63
131;wayne rooney;17762;https://www.futwiz.com/en/fc24/player/wayne-rooney/17762;88;icon;;;Inglaterra;88;90;81;86;53;87
132;edwin van der sar;17761;https://www.futwiz.com/en/fc24/player/edwin-van-der-sar/17761;88;icon;;;Holanda;84;87;79;86;39;92
133;bastian schweinsteiger;17760;https://www.futwiz.com/en/fc24/player/bastian-schweinsteiger/17760;88;icon;;;Alemania;76;83;86;83;83;83
134;miroslav klose;17759;https://www.futwiz.com/en/fc24/player/miroslav-klose/17759;88;icon;;;Alemania;86;87;73;80;40;79
135;juan roman riquelme;17758;https://www.futwiz.com/en/fc24/player/juan-roman-riquelme/17758;88;icon;;;Argentina;71;84;90;90;33;66
136;robin van persie;17757;https://www.futwiz.com/en/fc24/player/robin-van-persie/17757;88;icon;;;Holanda;84;91;84;87;45;73
137;andriy shevchenko;17756;https://www.futwiz.com/en/fc24/player/andriy-shevchenko/17756;88;icon;;;Ucrania;86;90;71;85;35;73
138;laurent blanc;17755;https://www.futwiz.com/en/fc24/player/laurent-blanc/17755;88;icon;;;Francia;78;67;68;76;90;85
139;steven gerrard;17754;https://www.futwiz.com/en/fc24/player/steven-gerrard/17754;88;icon;;;Inglaterra;78;88;88;83;75;82
140;gheorghe hagi;17753;https://www.futwiz.com/en/fc24/player/gheorghe-hagi/17753;88;icon;;;Rumania;82;86;88;88;41;64
141;marcel desailly;17752;https://www.futwiz.com/en/fc24/player/marcel-desailly/17752;88;icon;;;Francia;82;51;65;66;88;88
142;david beckham;17751;https://www.futwiz.com/en/fc24/player/david-beckham/17751;88;icon;;;Inglaterra;80;85;92;85;66;79
143;pavel nedved;17750;https://www.futwiz.com/en/fc24/player/pavel-nedved/17750;88;icon;;;Republica Checa;84;84;86;87;58;77
144;franck ribery;17697;https://www.futwiz.com/en/fc24/player/franck-ribery/17697;88;icon;;;Francia;89;85;85;90;37;65
145;wendie renard;282;https://www.futwiz.com/en/fc24/player/wendie-renard/282;88;gold;OL;;Francia;53;67;69;69;91;84
146;victor osimhen;281;https://www.futwiz.com/en/fc24/player/victor-osimhen/281;88;gold;Napoli FC;ITA 1;Nigeria;90;86;66;83;42;82
147;debinha;280;https://www.futwiz.com/en/fc24/player/debinha/280;88;gold;;;Brasil;84;81;87;91;46;68
148;sophia smith;279;https://www.futwiz.com/en/fc24/player/sophia-smith/279;88;gold;;;Estados Unidos;93;85;78;88;45;82
149;christiane endler;278;https://www.futwiz.com/en/fc24/player/christiane-endler/278;88;gold;OL;;Chile;87;82;84;90;42;89
150;marie katoto;277;https://www.futwiz.com/en/fc24/player/marie-katoto/277;88;gold;Paris SG;;Francia;83;88;77;84;39;71
151;joshua kimmich;235;https://www.futwiz.com/en/fc24/player/joshua-kimmich/235;88;gold;FC Bayern MA 1/4nchen;GER 1;Alemania;70;74;88;84;82;79
152;alexandra popp;233;https://www.futwiz.com/en/fc24/player/alexandra-popp/233;88;gold;VfL Wolfsburg;;Alemania;73;87;76;82;52;88
153;patri guijarro;206;https://www.futwiz.com/en/fc24/player/patri-guijarro/206;88;gold;FC Barcelona;;España;78;82;83;86;81;72
154;irene paredes;205;https://www.futwiz.com/en/fc24/player/irene-paredes/205;88;gold;FC Barcelona;;España;69;51;67;68;89;80
155;federico valverde;178;https://www.futwiz.com/en/fc24/player/federico-valverde/178;88;gold;Real Madrid;ESP 1;Uruguay;88;82;84;84;80;82
156;jan oblak;177;https://www.futwiz.com/en/fc24/player/jan-oblak/177;88;gold;AtlA(c)tico de Madrid;ESP 1;Eslovenia;85;90;78;87;46;86
157;antoine griezmann;176;https://www.futwiz.com/en/fc24/player/antoine-griezmann/176;88;gold;AtlA(c)tico de Madrid;ESP 1;Francia;80;88;87;88;58;75
158;guro reiten;89;https://www.futwiz.com/en/fc24/player/guro-reiten/89;88;gold;Chelsea;;Noruega;88;80;86;86;60;63
159;ederson;66;https://www.futwiz.com/en/fc24/player/ederson/66;88;gold;Manchester City;ENG 1;Brasil;86;82;91;86;64;86
160;bruno fernandes;65;https://www.futwiz.com/en/fc24/player/bruno-fernandes/65;88;gold;Manchester Utd;ENG 1;Portugal;71;86;90;83;69;77
161;bernardo silva;64;https://www.futwiz.com/en/fc24/player/bernardo-silva/64;88;gold;Manchester City;ENG 1;Portugal;69;78;86;92;70;69
162;dimitar berbatov;15;https://www.futwiz.com/en/fc24/player/dimitar-berbatov/15;88;171;;GER 1;Bulgaria;83;87;82;88;35;75
163;ludovic giuly;10;https://www.futwiz.com/en/fc24/player/ludovic-giuly/10;88;171;;ESP 1;Francia;90;85;85;88;51;60
164;tomas rosicky;7;https://www.futwiz.com/en/fc24/player/tomas-rosicky/7;88;171;;GER 1;Republica Checa;85;83;88;90;60;73
165;alex scott;1;https://www.futwiz.com/en/fc24/player/alex-scott/1;88;171;;;Inglaterra;89;73;83;82;87;83
166;joao cancelo;18414;https://www.futwiz.com/en/fc24/player/joao-cancelo/18414;87;goldif;FC Barcelona;ESP 1;Portugal;82;74;87;85;82;73
167;n'golo kante;18413;https://www.futwiz.com/en/fc24/player/ngolo-kante/18413;87;goldif;Al Ittihad;SAU 1;Francia;70;66;75;81;86;79
168;kevin de bruyne;18398;https://www.futwiz.com/en/fc24/player/kevin-de-bruyne/18398;87;51;Manchester City;ENG 1;Belgica;80;84;91;83;70;74
169;harry kewell;18260;https://www.futwiz.com/en/fc24/player/harry-kewell/18260;87;futhero;;ENG 1;Australia;90;85;88;88;52;69
170;matheus cunha;18258;https://www.futwiz.com/en/fc24/player/matheus-cunha/18258;87;91;Wolves;ENG 1;Brasil;89;87;83;90;48;81
171;jorge campos;18257;https://www.futwiz.com/en/fc24/player/jorge-campos/18257;87;futhero;;MLS;Mexico;93;83;81;90;84;80
172;steve mcmanaman;18255;https://www.futwiz.com/en/fc24/player/steve-mcmanaman/18255;87;futhero;;ENG 1;Inglaterra;89;77;84;87;46;77
173;kouadio manu kone;18254;https://www.futwiz.com/en/fc24/player/kouadio-manu-kone/18254;87;91;M'gladbach;GER 1;Francia;82;82;87;90;78;85
174;hidetoshi nakata;18253;https://www.futwiz.com/en/fc24/player/hidetoshi-nakata/18253;87;futhero;;ITA 1;Japon;85;84;85;86;62;65
175;dimitar berbatov;18250;https://www.futwiz.com/en/fc24/player/dimitar-berbatov/18250;87;futhero;;ENG 1;Bulgaria;80;85;81;87;34;74
176;ivan cordoba;18249;https://www.futwiz.com/en/fc24/player/ivan-cordoba/18249;87;futhero;;ITA 1;Colombia;86;63;65;68;90;87
177;claudio marchisio;18248;https://www.futwiz.com/en/fc24/player/claudio-marchisio/18248;87;futhero;;ITA 1;Italia;82;81;85;86;80;82
178;joe cole;18247;https://www.futwiz.com/en/fc24/player/joe-cole/18247;87;futhero;;ENG 1;Inglaterra;88;84;86;90;51;72
179;sakina karchaoui;18246;https://www.futwiz.com/en/fc24/player/sakina-karchaoui/18246;87;goldif;Paris SG;;Francia;90;62;83;88;81;67
180;yaya toure;18245;https://www.futwiz.com/en/fc24/player/yaya-toure/18245;87;futhero;;ENG 1;C. Marfil;78;83;86;84;80;89
181;tomas brolin;18243;https://www.futwiz.com/en/fc24/player/tomas-brolin/18243;87;futhero;;ITA 1;Suecia;87;88;83;90;59;69
182;rui costa;18241;https://www.futwiz.com/en/fc24/player/rui-costa/18241;87;futhero;;ITA 1;Portugal;83;80;87;85;43;76
183;paulo dybala;17807;https://www.futwiz.com/en/fc24/player/paulo-dybala/17807;87;goldif;Roma FC;ITA 1;Argentina;82;87;86;91;41;61
184;xabi alonso;17787;https://www.futwiz.com/en/fc24/player/xabi-alonso/17787;87;icon;;;España;71;77;86;78;83;80
185;ian wright;17786;https://www.futwiz.com/en/fc24/player/ian-wright/17786;87;icon;;;Inglaterra;88;89;69;81;40;76
186;john barnes;17785;https://www.futwiz.com/en/fc24/player/john-barnes/17785;87;icon;;;Inglaterra;89;85;83;89;44;83
187;ian rush;17784;https://www.futwiz.com/en/fc24/player/ian-rush/17784;87;icon;;;Gales;84;89;69;83;43;78
188;frank rijkaard;17783;https://www.futwiz.com/en/fc24/player/frank-rijkaard/17783;87;icon;;;Holanda;77;73;80;77;87;86
189;clarence seedorf;17782;https://www.futwiz.com/en/fc24/player/clarence-seedorf/17782;87;icon;;;Holanda;79;84;87;85;66;79
190;robert pires;17781;https://www.futwiz.com/en/fc24/player/robert-pires/17781;87;icon;;;Francia;86;79;84;86;38;64
191;michael ballack;17780;https://www.futwiz.com/en/fc24/player/michael-ballack/17780;87;icon;;;Alemania;81;87;85;81;78;83
192;gianfranco zola;17779;https://www.futwiz.com/en/fc24/player/gianfranco-zola/17779;87;icon;;;Italia;85;88;85;89;41;63
193;david trezeguet;17778;https://www.futwiz.com/en/fc24/player/david-trezeguet/17778;87;icon;;;Francia;82;88;67;79;42;77
194;fernando torres;17776;https://www.futwiz.com/en/fc24/player/fernando-torres/17776;87;icon;;;España;89;87;75;85;43;75
195;davor suker;17775;https://www.futwiz.com/en/fc24/player/davor-suker/17775;87;icon;;;Croacia;83;89;79;88;43;75
196;claude makelele;17774;https://www.futwiz.com/en/fc24/player/claude-makelele/17774;87;icon;;;Francia;81;48;76;78;86;86
197;frank lampard;17773;https://www.futwiz.com/en/fc24/player/frank-lampard/17773;87;icon;;;Inglaterra;77;88;86;84;71;80
198;nemanja vidic;17772;https://www.futwiz.com/en/fc24/player/nemanja-vidic/17772;87;icon;;;Serbia;78;48;62;62;90;89
199;emmanuel petit;17771;https://www.futwiz.com/en/fc24/player/emmanuel-petit/17771;87;icon;;;Francia;77;77;79;76;85;87
200;lautaro martinez;276;https://www.futwiz.com/en/fc24/player/lautaro-martinez/276;87;gold;Inter;ITA 1;Argentina;80;86;71;85;48;85
